H2,CO,C2H4,C2H2
0.0023681097185,0.022390408484,0.0014018480589,0.0001951479687
0.0023694954308,0.0224113830739999,0.0014071155990999,0.00019545854647
0.0023709116267,0.02243279062,0.001412504724,0.0001957740006699
0.0023723573183,0.0224546170889999,0.0014180114929999,0.00019609417324
0.0023738314604,0.022476847637,0.0014236317372,0.000196418897
0.0023753329523,0.0224994666289999,0.0014293610664,0.00019674799585
0.0023768606396999,0.022522457673,0.0014351948769,0.00019708128515
0.0023784133168,0.022545803643,0.0014411283594,0.00019741857203
0.0023799897285999,0.022569486713,0.0014471565082,0.0001977596557
0.0023815885730999,0.0225934883919999,0.00145327413,0.0001981043278899
0.0023832085036999,0.022617789553,0.001459475854,0.00019845237319
0.0023848481318,0.022642370475,0.0014657561419,0.00019880356947
0.0023865060295,0.022667210879,0.0014721092987999,0.00019915768831
0.0023881807325,0.0226922899649999,0.0014785294835999,0.00019951449547
0.0023898707426,0.022717586457,0.0014850107210999,0.00019987375128
0.0023915745309,0.022743078639,0.0014915469134,0.00020023521117
0.002393290541,0.022768744403,0.0014981318521,0.00020059862615
0.0023950171914,0.022794561293,0.0015047592304,0.0002009637432599
0.0023967528796999,0.022820506545,0.001511422656,0.0002013303061299
0.0023984959846999,0.022846557136,0.0015181156636,0.00020169805545
0.0024002448706,0.022872689832,0.0015248317282999,0.00020206672953
0.0024019978896999,0.022898881232,0.0015315642784,0.0002024360647899
0.002403753386,0.022925107816,0.001538306709,0.00020280579633
0.0024055096986,0.022951345992,0.0015450523949,0.00020317565843
0.0024072651646,0.0229775721449999,0.0015517947045999,0.0002035453851199
0.0024090181232,0.023003762684,0.0015585270132,0.0002039147107
0.0024107669184,0.023029894093,0.0015652427162,0.00020428337027
0.0024125099028,0.023055942971,0.0015719352426999,0.00020465110029
0.0024142454406999,0.023081886088,0.0015785980687,0.00020501763911
0.0024159719115,0.023107700425,0.0015852247302,0.00020538272748
0.0024176877126999,0.023133363225,0.0015918088363,0.00020574610906
0.0024193912636999,0.023158852036,0.001598344082,0.00020610753099
0.0024210810084,0.023184144756,0.0016048242606,0.00020646674433
0.0024227554181999,0.02320921968,0.0016112432764999,0.0002068235046
0.0024244129959,0.023234055538,0.0016175951566,0.00020717757224
0.0024260522774999,0.023258631539,0.0016238740627,0.00020752871309
0.0024276718359,0.023282927415,0.0016300743024,0.00020787669886
0.0024292702833,0.023306923454,0.0016361903405,0.00020822130753
0.0024308462739,0.023330600542,0.0016422168092,0.0002085623238199
0.0024323985065,0.023353940198,0.0016481485187,0.0002088995395899
0.002433925727,0.0233769246089999,0.0016539804667,0.00020923275419
0.0024354267304,0.023399536664,0.0016597078476999,0.0002095617749
0.0024369003634,0.023421759982,0.0016653260616,0.00020988641723
0.0024383455265,0.023443578944,0.0016708307222999,0.00021020650525
0.0024397611753,0.023464978719,0.001676217665,0.0002105218719199
0.002441146323,0.023485945291,0.0016814829534,0.0002108323593799
0.0024425000415999,0.02350646548,0.0016866228864,0.00021113781918
0.0024438214635999,0.023526526965,0.0016916340036,0.00021143811254
0.0024451097832,0.0235461183,0.0016965130913,0.0002117331105599
0.0024463642575,0.0235652289349999,0.0017012571864,0.0002120226944
0.0024475842075,0.023583849227,0.0017058635811,0.0002123067554499
0.0024487690191999,0.023601970453,0.0017103298256,0.00021258519547
0.0024499181438,0.023619584821,0.0017146537317,0.00021285792669
0.0024510310986,0.023636685475,0.001718833374,0.0002131248719
0.0024521074674,0.023653266501,0.001722867092,0.00021338596448
0.0024531469001,0.023669322931,0.0017267534904,0.00021364114847
0.0024541491137,0.0236848507409999,0.0017304914392,0.00021389037857
0.0024551138911999,0.023699846852,0.0017340800733,0.00021413362007
0.0024560410817,0.023714309119,0.0017375187912999,0.00021437084885
0.0024569306,0.023728236334,0.0017408072529999,0.00021460205127
0.0024577824257,0.023741628207,0.0017439453774,0.0002148272240699
0.0024585966028,0.023754485361,0.0017469333393,0.00021504637427
0.0024593732382,0.023766809314,0.0017497715653,0.00021525951898
0.0024601125006999,0.023778602467,0.0017524607293,0.00021546668522
0.0024608146202,0.023789868081,0.0017550017474,0.00021566790975
0.0024614798855,0.023800610262,0.0017573957723,0.0002158632387799
0.0024621086436,0.023810833934,0.001759644187,0.00021605272779
0.0024627012969,0.023820544816,0.0017617485975,0.00021623644119
0.0024632583024,0.023829749397,0.0017637108260999,0.00021641445207
0.0024637801690999,0.0238384549049999,0.0017655329028,0.0002165868418499
0.0024642674559,0.023846669281,0.0017672170572,0.00021675369994
0.0024647207697,0.023854401142,0.0017687657094,0.0002169151234099
0.0024651407626999,0.023861659752,0.0017701814608,0.00021707121661
0.0024655281299999,0.023868454984,0.0017714670842,0.0002172220907299
0.0024658836072,0.023874797285,0.0017726255135999,0.00021736786345
0.0024662079676999,0.02388069764,0.0017736598332999,0.00021750865847
0.0024665020198,0.02388616753,0.0017745732675999,0.00021764460512
0.0024667666040999,0.023891218892,0.001775369169,0.0002177758378399
0.0024670025904,0.02389586408,0.0017760510067,0.00021790249579
0.002467210875,0.023900115824,0.0017766223554,0.00021802472233
0.0024673923771999,0.023903987182,0.0017770868823,0.00021814266454
0.0024675480369,0.023907491502,0.0017774483359,0.00021825647277
0.002467678811,0.023910642376,0.0017777105328,0.00021836630009
0.0024677856705,0.023913453594,0.0017778773459,0.00021847230182
0.0024678695971999,0.023915939101,0.0017779526915,0.00021857463505
0.0024679315809,0.023918112953,0.0017779405165,0.0002186734580699
0.0024679726156,0.02391998927,0.0017778447862,0.0002187689299199
0.0024679936969,0.023921582192,0.0017776694714,0.0002188612098499
0.0024679958184999,0.023922905833,0.0017774185359,0.00021895045685
0.0024679799695,0.023923974238,0.001777095924,0.00021903682911
0.0024679471308,0.0239248013409999,0.0017767055481,0.0002191204835399
0.0024678982720999,0.0239254009139999,0.0017762512765,0.00021920157529
0.0024678343493,0.023925786535,0.0017757369214,0.00021928025726
0.0024677563012,0.023925971534,0.0017751662272,0.0002193566796199
0.0024676650465,0.023925968964,0.0017745428584999,0.00021943098935
0.0024675614814,0.023925791549,0.0017738703892,0.0002195033297899
0.0024674464763,0.0239254516539999,0.0017731522915,0.00021957384021
0.0024673208736,0.0239249612429999,0.001772391925,0.00021964265534
0.0024671854849,0.023924331842,0.0017715925269,0.00021970990503
0.0024670536896999,0.023923574507,0.0017707572016,0.0002197757137599
0.0024669575403,0.023922699786,0.0017698889113,0.00021984020037
0.0024668992150999,0.023921717691,0.0017689904676,0.00021990347761
0.0024668793789,0.0239206376629999,0.0017680645222999,0.00021996565183
0.0024668986546,0.023919468551,0.0017671135595999,0.00022002682268
0.0024669576210999,0.023918218576,0.0017661398887,0.0002200870827599
0.0024670568118,0.0239168953129999,0.0017651456367,0.0002201465174
0.0024671967126,0.023915505665,0.0017641327421999,0.00022020520433
0.0024673777608,0.023914055843,0.0017631029495,0.00022026321352
0.0024676003437,0.023912551349,0.0017620578031999,0.00022032060692
0.0024678647974,0.023910996955,0.0017609986439,0.0002203774383
0.0024681714056,0.023909396693,0.0017599266037,0.00022043375307
0.002468520399,0.023907753841,0.0017588426032999,0.0002204895881399
0.0024689119547,0.023906070915,0.0017577473488,0.00022054497184
0.0024693461951,0.023904355279,0.0017566413297,0.0002205999238
0.0024698231883,0.0239029407359999,0.0017555248176,0.0002206544549199
0.0024703429472,0.023902022291,0.0017543978654,0.00022070856732
0.0024709054298,0.023901599351,0.0017532603067999,0.0002207622543199
0.0024715105395,0.023901670547,0.001752111757,0.00022081550049
0.0024721581249,0.023902233735,0.0017509516141,0.0002208682816999
0.0024728479806,0.023903286003,0.0017497790605,0.00022092056515
0.0024735798476999,0.023904823681,0.0017485930655,0.0002209723095
0.0024743534146,0.023906842352,0.0017473923885,0.00022102346499
0.0024751683178,0.023909336861,0.0017461755827,0.00022107397361
0.0024760241432,0.023912301339,0.0017449409993,0.00022112376922
0.0024769204271,0.023915729211,0.0017436867927,0.00022117277779
0.002477856658,0.023919613223,0.0017424109258,0.00022122091762
0.0024788322775,0.0239239454589999,0.0017411111762,0.0002212680995999
0.0024798466824,0.023928717369,0.0017397851433,0.0002213142274199
0.0024808992265,0.0239339197899999,0.0017384309674,0.0002213591979199
0.0024819892225,0.02393954298,0.0017370614144,0.0002214029014
0.0024831159438,0.023945576639,0.001735679902,0.00022144522191
0.0024842786273,0.0239520099489999,0.0017342833931,0.00022148603764
0.0024854764748,0.0239588316,0.0017328687133,0.00022152522127
0.0024867086565,0.0239660298279999,0.0017314325608,0.00022156264038
0.0024879743124,0.02397359245,0.0017299715162,0.00022159815783
0.002489272556,0.0239815068999999,0.0017284820534,0.00022163163219
0.0024906024761999,0.0239897602699999,0.00172696055,0.00022166291818
0.0024919631401,0.023998339345,0.0017254032986,0.0002216918670999
0.0024933535965999,0.0240072306509999,0.0017238065182,0.00022171832732
0.0024947728785,0.024016420487,0.0017221663661,0.0002217421446999
0.0024962200058,0.024025894975,0.0017204789494999,0.00022176316313
0.0024976939888,0.024035640101,0.0017187403379,0.00022178122497
0.0024991938311999,0.024045641757,0.0017169465754,0.00022179617155
0.0025007185329,0.024055885786,0.0017150936929,0.00022180784368
0.0025022670934999,0.024066358027,0.0017131777208,0.0002218160821699
0.0025038385151,0.024077044361,0.0017111947018,0.00022182072829
0.0025054318055999,0.024087930751,0.0017091407029999,0.00022182162431
0.0025070459822,0.024099003293,0.0017070118291,0.0002218186140099
0.0025086800739,0.024110248256,0.0017048042345999,0.00022181154315
0.002510333125,0.024121652128,0.0017025141365,0.00022180026003
0.0025120041982,0.024133201661,0.0017001378267,0.00022178461592
0.0025136923775,0.024144883914,0.0016976716844,0.00022176458133
0.0025153967714,0.024156686293,0.0016951121877,0.00022174479468
0.0025171165156,0.024168596598,0.0016924559262,0.00022172762786
0.0025188507764,0.024180603061,0.0016896996122,0.000221712949
0.0025205987529,0.024192694388,0.0016868400922,0.00022170063166
0.0025223596801999,0.024204859797,0.0016838743580999,0.00022169055519
0.0025241328321,0.024217089057,0.0016807995577,0.00022168260522
0.0025259175231999,0.024229372524,0.0016776130055,0.00022167667404
0.002527713112,0.024241701177,0.0016743121922999,0.00022167266105
0.0025295190031,0.024254066652,0.0016708947949999,0.00022167047307
0.0025313346491,0.0242664612729999,0.0016673586857,0.0002216700247899
0.0025331595532,0.024278878086,0.0016637019405999,0.00022167123904
0.0025349932711,0.024291310882,0.0016599228475999,0.00022167404718
0.0025368354128,0.024303754232,0.0016560199145999,0.00022167838936
0.0025386856446,0.024316203505,0.0016519918765,0.00022168421485
0.0025405436904,0.0243286548939999,0.0016478377014999,0.00022169148225
0.0025424093335,0.024341105438,0.0016435565972,0.00022170015979
0.0025442824176,0.024353553038,0.0016391480162,0.00022171022547
0.0025461628484,0.02436599648,0.0016346116609,0.00022172166734
0.0025480505941999,0.02437843544,0.0016299474872,0.0002217344835999
0.0025499456871,0.024390870506,0.0016251557089,0.00022174868275
0.0025518482234,0.0244033031809999,0.0016202367995999,0.00022176428375
0.0025537583647,0.024415735895,0.0016151914959,0.00022178131604
0.0025556763373,0.024428172008,0.0016100207982,0.0002217998196599
0.0025576024334,0.024440615814,0.0016047259724,0.00022181984525
0.0025595370106999,0.024453072541,0.0015993085492,0.00022184145409
0.0025614804922,0.02446554835,0.0015937703245999,0.00022186471803
0.0025634333659,0.0244780503299999,0.0015881133584,0.0002218897195
0.0025653961846,0.0244905864919999,0.0015823399723,0.00022191655141
0.0025673695650999,0.024503165759,0.0015764527478,0.00022194531706
0.0025693541874,0.024515797955,0.0015704545229,0.00022197612998
0.0025713507936,0.024528493794,0.0015643483885,0.00022200911385
0.0025733601871,0.024541264859,0.0015581376839,0.00022204440224
0.002575383231,0.024554123589,0.0015518259919999,0.00022208213846
0.0025774208469,0.0245670832539999,0.0015454171333,0.00022212247531
0.0025794740131999,0.0245801579369999,0.00153891516,0.00022216557485
0.0025815437631999,0.024593362505,0.001532324349,0.00022221160807
0.0025836311837,0.024606712584,0.0015256491946999,0.00022226075467
0.0025857374123,0.024620224531,0.0015188944007,0.00022231320265
0.0025878636359,0.024633915403,0.0015120648715,0.00022236914804
0.0025900110879,0.024647802924,0.0015051657035,0.00022242879449
0.002592181046,0.024661905451,0.0014982021754,0.00022249235289
0.00259437483,0.024676241938,0.0014911797384,0.00022256004099
0.0025965937983,0.024690831897,0.0014841040055,0.00022263208295
0.0025988393461,0.0247056953629999,0.0014769807409,0.00022270870894
0.002601112902,0.02472085285,0.0014698158487,0.00022279015464
0.0026034159253,0.0247363253099999,0.0014626153613,0.00022287666078
0.0026057499026,0.024752134092,0.0014553854274,0.00022296847271
0.0026081163453,0.024768300896,0.0014481323,0.00022306583984
0.0026105167861,0.024784847728,0.0014408623239,0.0002231690151599
0.0026129527757,0.024801796857,0.0014335819225,0.00022327825474
0.0026154258798,0.024819170765,0.0014262975856,0.00022339381719
0.0026179376756,0.024836992103,0.0014190158559,0.00022351596314
0.0026204897484,0.024855283641,0.0014117433157999,0.00022364495469
0.0026230836885,0.0248740682219999,0.001404486574,0.0002237810549
0.0026257210875,0.024893368713,0.0013972522522999,0.00022392452721
0.002628403535,0.0249132079559999,0.001390046972,0.00022407563493
0.0026311326155,0.024933608723,0.0013828773405,0.00022423464068
0.0026339099046,0.024954593662,0.001375749938,0.00022440180582
0.0026367369656,0.024976185254,0.0013686713040999,0.00022457738999
0.0026396153465,0.024998405765,0.0013616479243,0.00022476165049
0.0026425465766999,0.025021277195,0.0013546862175,0.0002249548417899
0.0026455321634,0.025044821239,0.0013477925225999,0.00022515721501
0.0026485735883,0.0250690592309999,0.0013409730857,0.00022536901737
0.0026516723051999,0.02509401211,0.0013342340481999,0.00022559049175
0.0026548297359,0.025119700368,0.0013275814340999,0.00022582187612
0.0026580472678999,0.02514614401,0.001321021138,0.0002260634031
0.0026613262514,0.025173362515,0.001314558914,0.00022631529948
0.002664667996,0.025201374789,0.0013082003643,0.0002265777857899
0.0026680737686,0.025230199134,0.0013019509279,0.00022685107579
0.00267154479,0.025259853204,0.0012958158709,0.00022713537612
0.0026750822331999,0.0252903539729999,0.0012898002762,0.00022743088587
0.0026786872204,0.025321717699,0.0012839090337,0.00022773779618
0.0026823608209,0.025353959892,0.001278146832,0.00022805628988
0.0026861040491,0.025387095281,0.0012725181493,0.00022838654115
0.0026899178621,0.025421137792,0.0012670272454999,0.00022872871519
0.0026938031582,0.025456100512,0.0012616781551,0.00022908296791
0.0026977607751,0.025491995673,0.0012564746802,0.0002294494456599
0.002701791488,0.025528834622,0.0012514203844,0.00022982828498
0.0027058960085,0.025566627806,0.0012465185868,0.00023021961236
0.0027100749831999,0.025605384751,0.0012417723574,0.000230623544
0.0027143289926,0.025645114048,0.0012371845125,0.00023104018571
0.0027186585501999,0.0256858233369999,0.0012327576113,0.0002314696326699
0.0027230641015,0.025727519296,0.0012284939522,0.00023191196933
0.0027275460236,0.025770207635,0.001224395571,0.00023236726935
0.0027321046246,0.025813893087,0.0012204642389,0.00023283559544
0.0027367401434,0.025858579402,0.0012167014615,0.0002333169993899
0.0027414527495,0.02590426935,0.0012131084783,0.00023381152198
0.0027462425430999,0.025950964716,0.0012096862627,0.00023431919305
0.0027511095554,0.02599866631,0.0012064355238,0.00023484003148
0.0027560537487,0.026047373965,0.0012033567069,0.00023537404525
0.0027610750172,0.026097086547,0.0012004499966,0.00023592123156
0.0027661731874999,0.02614780197,0.0011977153192,0.00023648157691
0.0027713480199,0.026199517202,0.0011951523466,0.00023705505724
0.002776599209,0.026252228281,0.0011927605002,0.00023764163809
0.0027819263848,0.026305930334,0.0011905389558,0.00023824127481
0.0027873291145,0.026360617596,0.0011884866493,0.00023885391274
0.0027928069038,0.026416283428,0.0011866022822,0.00023947948744
0.0027983591984,0.026472920342,0.0011848843285,0.00024011792499
0.0028039853857999,0.026530520028,0.0011833310419,0.00024076914222
0.0028096847973,0.0265890733779999,0.0011819404631,0.0002414330470399
0.0028154567102,0.026648570517,0.0011807104285999,0.00024210953876
0.0028213003496,0.026709000833,0.0011796385785,0.00024279850843
0.002827214891,0.026770353008,0.0011787223668,0.0002434998391699
0.0028331994623,0.026832615057,0.0011779590698,0.0002442134066
0.0028392531469999,0.026895774355,0.0011773457971,0.0002449390791999
0.0028453749858,0.026959817683,0.0011768795012,0.00024567671874
0.0028515639804,0.027024731259,0.001176556989,0.00024642618068
0.0028578190955,0.027090500781,0.0011763749322,0.00024718731463
0.0028641392616999,0.027157111468,0.0011763298792,0.0002479599647899
0.0028705233788,0.0272245480979999,0.0011764182665,0.0002487439704199
0.0028769703186,0.027292795054,0.0011766364305999,0.0002495391663
0.0028834789278,0.027361836364,0.0011769806204,0.00025034538321
0.0028900480311,0.027431655747,0.0011774470089,0.00025116244844
0.0028966764346,0.027502236657,0.0011780317060999,0.00025199018623
0.0029033629286,0.0275735623229999,0.0011787307715,0.00025282841832
0.0029101062909,0.027645615802,0.0011795402264,0.00025367696443
0.0029169052899,0.027718380017,0.0011804560666,0.00025453564274
0.0029237586878,0.027791837804,0.0011814742752,0.00025540427041
0.002930665244,0.027865971958,0.0011825908351,0.0002562826641
0.0029376237176999,0.0279407652779999,0.0011838017416,0.0002571706404
0.0029446328714999,0.028016200608,0.0011851030144,0.0002580680164
0.0029516914744,0.028092260885,0.0011864907106,0.0002589746101399
0.0029587983047,0.0281689291789999,0.0011879609362999,0.00025989024107
0.002965952153,0.0282461887369999,0.0011895098584999,0.00026081473059
0.0029731518254,0.028324023026,0.0011911337174,0.00026174790242
0.0029803961459999,0.028402415771,0.0011928288369,0.00026268958315
0.0029876839600999,0.028481350997,0.0011945916365,0.0002636396026
0.0029950141365,0.0285608130659999,0.0011964186418,0.00026459779431
